cnt,pos,speed,DTorque,DAC,STorque
0,-78.3057,32.5384,0,0,0
1,-77.7804,28.8191,-1,0,0
2,-77.5541,27.2504,0,0,0
3,-77.4202,26.0309,0,0,0
4,-77.2926,24.734,0,0,0
5,-77.1954,23.6897,0,0,0
6,-77.1251,23.1652,0,0,0
7,-77.0796,22.6169,0,0,0
8,-77.035,22.1901,0,0,0
9,-76.9069,20.5093,0,0,0
10,-76.8262,19.8108,0,0,0
11,-76.7682,18.8512,-1,0,0
12,-76.7124,18.3982,0,0,0
13,-76.6763,17.7151,0,0,0
14,-76.6238,16.9796,0,0,0
15,-76.5573,16.2716,0,0,0
16,-76.5254,15.852,0,0,0
17,-76.4644,14.8757,0,0,0
18,-76.4354,14.195,-1,0,0
19,-76.3935,13.4988,0,0,0
20,-76.3667,13.0888,0,0,0
21,-76.3158,12.1435,0,0,0
22,-76.2801,11.6261,0,0,0
23,-76.2575,11.1982,-1,0,0
24,-76.2358,10.7619,-1,0,0
25,-76.1848,9.6199,0,0,0
26,-76.1476,8.9976,0,0,0
27,-76.1218,8.1715,-1,0,0
28,-76.1057,7.7674,0,0,0
29,-76.083,7.3562,0,0,0
30,-76.0688,6.84,0,0,0
31,-76.0364,6.1474,0,0,0
32,-76.0247,5.6372,0,0,0
33,-76.0137,5.2343,0,0,0
34,-76.0034,4.86,0,0,0
35,-75.9852,4.2151,0,0,0
36,-75.9772,3.6894,0,0,0
37,-75.9637,3.116,0,0,0
38,-75.958,2.706,0,0,0
39,-75.9511,1.9287,0,0,0
40,-75.9459,1.558,0,0,0
41,-75.9424,0.9715,0,0,0
42,-75.9406,0.4065,0,0,0
43,-75.9404,-0.3052,0,0,0
44,-75.9412,-0.5817,0,0,0
45,-75.9441,-0.8166,0,0,0
46,-75.9458,-0.9322,0,0,0
47,-75.9487,-0.9572,0,0,0
48,-75.9506,-0.9978,0,0,0
49,-75.9546,-0.9763,0,0,0
50,-75.9565,-0.9632,-1,0,0
51,-75.9584,-0.8952,0,0,0
52,-75.9601,-0.8523,0,0,0
53,-75.9633,-0.7045,0,0,0
54,-75.9653,-0.602,0,0,0
55,-75.967,-0.5102,0,0,0
56,-75.9679,-0.4279,0,0,0
57,-75.969,-0.3171,0,0,0
58,-75.9695,-0.2003,0,0,0
59,-75.97,-0.1287,0,0,0
60,-75.9701,-0.0584,0,0,0
61,-75.9701,0.0477,0,0,0
62,-75.9699,0.087,0,0,0
63,-75.9696,0.0846,0,0,0
64,-75.9694,0.0608,0,0,0
65,-75.9693,0.0167,0,0,0
66,-75.9693,-0.0119,0,0,0
67,-75.9695,-0.0489,0,0,0
68,-75.9696,-0.0441,0,0,0
69,-75.9697,-0.025,0,0,0
70,-75.9697,0.0024,0,0,0
71,-75.9697,0.0191,0,0,0
72,-75.9697,0.0262,0,0,0
73,-75.9696,0.0215,0,0,0
74,-75.9695,0.0083,0,0,0
75,-75.9695,-0.0095,0,0,0
76,-75.9696,-0.0131,0,0,0
77,-75.9696,-0.0119,0,0,0
78,-75.9697,-0.0083,0,0,0
79,-75.9697,0.0024,0,0,0
80,-75.9697,0.0072,0,0,0
81,-75.9696,0.0024,0,0,0
82,-75.9696,0.0024,0,0,0
83,-75.9696,0,0,0,0
84,-75.9696,-0.0036,0,0,0
85,-75.9696,-0.0048,0,0,0
86,-75.9697,-0.0012,0,0,0
87,-75.9697,0.0012,0,0,0
88,-75.9696,0.0012,0,0,0
89,-75.9696,0.0012,0,0,0
90,-75.9696,-0.0024,0,0,0
91,-75.9696,-0.0024,0,0,0
92,-75.9697,-0.0012,0,0,0
93,-75.9696,0.0012,0,0,0
94,-75.9696,0.0024,0,0,0
95,-75.9696,0,0,0,0
96,-75.9697,0.0024,0,0,0
97,-75.9697,0.0012,0,0,0
98,-75.9697,-0.0024,0,0,0
99,-75.9697,0,0,0,0
100,-75.9697,0.0024,0,0,0
101,-75.9697,0,0,0,0
102,-75.9697,-0.0024,0,0,0
103,-75.9697,0.0036,0,0,0
